Nearest town,State,latitude,longitude,Severity confidence description,Intense precipitation amount,Intense precipitation period,Total precipitation,Total precipitation duration,Water course,acq_date,acq_time,Year,Month,season
BURAKIN,WA,-30.5244,117.1728,Bureau measurement of rainfall.,0.0,0.0,63,0,,2017-01-30,00:00:00,2017,1,2
CREDO,WA,-30.4644,120.8281,Bureau measurement of rainfall.,0.0,0.0,62,0,,2017-01-30,00:00:00,2017,1,2
TENINDEWA,WA,-28.6178,115.3625,Bureau measurement of rainfall.,0.0,0.0,61,0,,2017-01-30,00:00:00,2017,1,2
EURARDY,WA,-27.5667,114.6731,Bureau measurement of rainfall.,0.0,0.0,60,0,,2017-01-30,00:00:00,2017,1,2
QUAIRADING,WA,-32.0103,117.3994,Bureau measurement of rainfall.,0.0,0.0,59,0,,2017-01-30,00:00:00,2017,1,2
HOLMWOOD,WA,-34.0119,115.0928,Bureau measurement of rainfall.,0.0,0.0,59,0,,2017-01-30,00:00:00,2017,1,2
MINGENEW,WA,-29.1919,115.4419,Bureau measurement of rainfall.,0.0,0.0,57,0,,2017-01-30,00:00:00,2017,1,2
KOKARDINE,WA,-30.6933,117.1728,Bureau measurement of rainfall.,0.0,0.0,56,0,,2017-01-30,00:00:00,2017,1,2
ESPERANCE DOWNS RESEARCH STATION,WA,-33.605,121.7833,Bureau measurement of rainfall.,0.0,0.0,56,0,,2017-01-30,00:00:00,2017,1,2
NORTHAMPTON,WA,-28.3514,114.6275,Bureau measurement of rainfall.,0.0,0.0,55,0,,2017-01-30,00:00:00,2017,1,2
HAPPY VALLEY,WA,-33.6481,117.4208,Bureau measurement of rainfall.,0.0,0.0,54,0,,2017-01-30,00:00:00,2017,1,2
NORTH CASCADE,WA,-33.1653,120.8844,Bureau measurement of rainfall.,0.0,0.0,54,0,,2017-01-30,00:00:00,2017,1,2
HOLMWOOD,WA,-34.0119,115.0928,Bureau measurement of rainfall.,0.0,0.0,52,0,,2017-01-30,00:00:00,2017,1,2
NORTHAM,WA,-31.6533,116.6664,Bureau measurement of rainfall.,0.0,0.0,51,0,,2017-01-30,00:00:00,2017,1,2
KONNONGORRING,WA,-31.0425,116.7744,Bureau measurement of rainfall.,0.0,0.0,50,0,,2017-01-30,00:00:00,2017,1,2
WATHEROO,WA,-30.2994,116.0592,Bureau measurement of rainfall.,0.0,0.0,50,0,,2017-01-30,00:00:00,2017,1,2
SHACKLETON,WA,-31.9317,117.8339,Bureau measurement of rainfall.,0.0,0.0,84,0,,2017-01-31,00:00:00,2017,1,2
FRENCHES,WA,-31.5625,116.6569,Bureau measurement of rainfall.,0.0,0.0,82,0,,2017-01-31,00:00:00,2017,1,2
INNOUENDY,WA,-25.6958,116.5389,Bureau measurement of rainfall.,0.0,0.0,73,0,,2017-01-31,00:00:00,2017,1,2
ARDATH,WA,-32.0306,118.0942,Bureau measurement of rainfall.,0.0,0.0,72,0,,2017-01-31,00:00:00,2017,1,2
BABAKIN,WA,-32.1197,118.0242,Bureau measurement of rainfall.,0.0,0.0,71,0,,2017-01-31,00:00:00,2017,1,2
GOOMALLING,WA,-31.2933,116.8444,Bureau measurement of rainfall.,0.0,0.0,69,0,,2017-01-31,00:00:00,2017,1,2
YORK,WA,-31.8789,116.7656,Bureau measurement of rainfall.,0.0,0.0,69,0,,2017-01-31,00:00:00,2017,1,2
CALJIE,WA,-31.7481,116.9267,Bureau measurement of rainfall.,0.0,0.0,69,0,,2017-01-31,00:00:00,2017,1,2
TELENNING HILL,WA,-31.8233,117.4881,Bureau measurement of rainfall.,0.0,0.0,69,0,,2017-01-31,00:00:00,2017,1,2
GINGIN,WA,-31.3406,115.9081,Bureau measurement of rainfall.,0.0,0.0,67,0,,2017-01-31,00:00:00,2017,1,2
SHACKLETON,WA,-31.9317,117.8339,Bureau measurement of rainfall.,0.0,0.0,65,0,,2017-01-31,00:00:00,2017,1,2
QUAIRADING,WA,-32.0103,117.3994,Bureau measurement of rainfall.,0.0,0.0,63,0,,2017-01-31,00:00:00,2017,1,2
QUAIRADING,WA,-32.0103,117.3994,Bureau measurement of rainfall.,0.0,0.0,64,0,,2017-01-31,00:00:00,2017,1,2
JULIMAR,WA,-31.5006,116.2689,Bureau measurement of rainfall.,0.0,0.0,63,0,,2017-01-31,00:00:00,2017,1,2
NAREMBEEN,WA,-32.0628,118.3944,Bureau measurement of rainfall.,0.0,0.0,62,0,,2017-01-31,00:00:00,2017,1,2
MURESK,WA,-31.7292,116.6969,Bureau measurement of rainfall.,0.0,0.0,60,0,,2017-01-31,00:00:00,2017,1,2
TOODYAY,WA,-31.5514,116.4639,Bureau measurement of rainfall.,0.0,0.0,59,0,,2017-01-31,00:00:00,2017,1,2
NAREMBEEN,WA,-32.0628,118.3944,Bureau measurement of rainfall.,0.0,0.0,59,0,,2017-01-31,00:00:00,2017,1,2
HYDEN,WA,-32.4492,118.9108,Bureau measurement of rainfall.,0.0,0.0,56,0,,2017-01-31,00:00:00,2017,1,2
NUNILE,WA,-31.4722,116.5528,Bureau measurement of rainfall.,0.0,0.0,56,0,,2017-01-31,00:00:00,2017,1,2
QUADNEY,WA,-31.8028,116.62,Bureau measurement of rainfall.,0.0,0.0,56,0,,2017-01-31,00:00:00,2017,1,2
NORTHAM,WA,-31.6533,116.6664,Bureau measurement of rainfall.,0.0,0.0,54,0,,2017-01-31,00:00:00,2017,1,2
KOORDA,WA,-30.8244,117.4811,Bureau measurement of rainfall.,0.0,0.0,53,0,,2017-01-31,00:00:00,2017,1,2
WESTONIA,WA,-31.3019,118.6983,Bureau measurement of rainfall.,0.0,0.0,51,0,,2017-01-31,00:00:00,2017,1,2
SIDDINS CREEK,WA,-16.9719,126.7519,Bureau measurement of rainfall.,0.0,0.0,100,0,,2017-02-06,00:00:00,2017,2,2
KUNUNURRA,WA,-15.7728,128.7394,Bureau measurement of rainfall.,0.0,0.0,93,0,,2017-02-06,00:00:00,2017,2,2
UDIALLA,WA,-17.9464,123.7383,Bureau measurement of rainfall.,0.0,0.0,75,0,,2017-02-06,00:00:00,2017,2,2
DERBY M.R.S.,WA,-17.3133,123.6553,Bureau measurement of rainfall.,0.0,0.0,75,0,,2017-02-06,00:00:00,2017,2,2
LIAMMA SPRING,WA,-16.3814,128.12,Bureau measurement of rainfall.,0.0,0.0,74,0,,2017-02-06,00:00:00,2017,2,2
LAKE KUNUNURRA,WA,-15.8089,128.7394,Bureau measurement of rainfall.,0.0,0.0,73,0,,2017-02-06,00:00:00,2017,2,2
DOONGAN,WA,-15.3797,126.3108,Bureau measurement of rainfall.,0.0,0.0,71,0,,2017-02-06,00:00:00,2017,2,2
KARRATHA,WA,-20.7306,116.8447,Bureau measurement of rainfall.,0.0,0.0,211,0,,2017-02-09,00:00:00,2017,2,2
TROUGHTON ISLAND,WA,-13.7525,126.1856,Bureau measurement of rainfall.,0.0,0.0,115,0,,2017-02-09,00:00:00,2017,2,2
ORD RIVER,WA,-15.2019,128.2003,Bureau measurement of rainfall.,0.0,0.0,96,0,,2017-02-09,00:00:00,2017,2,2
BLACK HILLS,WA,-17.525,128.1533,Bureau measurement of rainfall.,0.0,0.0,94,0,,2017-02-09,00:00:00,2017,2,2
THEVENARD ISLAND,WA,-21.4567,114.9886,Bureau measurement of rainfall.,0.0,0.0,87,0,,2017-02-09,00:00:00,2017,2,2
ROEBOURNE,WA,-20.7711,117.1453,Bureau measurement of rainfall.,0.0,0.0,79,0,,2017-02-09,00:00:00,2017,2,2
JUBILEE DOWNS,WA,-18.3553,125.3036,Bureau measurement of rainfall.,0.0,0.0,173,0,,2017-02-10,00:00:00,2017,2,2
WILLIAMS,WA,-33.0247,116.8814,Bureau measurement of rainfall.,0.0,0.0,157,0,,2017-02-10,00:00:00,2017,2,2
WILLIAMS,WA,-33.0142,116.8942,Bureau measurement of rainfall.,0.0,0.0,153,0,,2017-02-10,00:00:00,2017,2,2
WAGIN SHIRE,WA,-33.3086,117.345,Bureau measurement of rainfall.,0.0,0.0,150,0,,2017-02-10,00:00:00,2017,2,2
MARRADONG,WA,-32.8631,116.4508,Bureau measurement of rainfall.,0.0,0.0,134,0,,2017-02-10,00:00:00,2017,2,2
MOUNT SOLUS,WA,-32.4694,116.2139,Bureau measurement of rainfall.,0.0,0.0,127,0,,2017-02-10,00:00:00,2017,2,2
MOUNT SOLUS,WA,-32.4694,116.2139,Bureau measurement of rainfall.,0.0,0.0,127,0,,2017-02-10,00:00:00,2017,2,2
DOG HILL,WA,-32.3114,115.8533,Bureau measurement of rainfall.,0.0,0.0,126,0,,2017-02-10,00:00:00,2017,2,2
KINGS PARK,WA,-31.9572,115.8347,Bureau measurement of rainfall.,0.0,0.0,119,0,,2017-02-10,00:00:00,2017,2,2
WAGIN,WA,-33.3086,117.345,Bureau measurement of rainfall.,0.0,0.0,119,0,,2017-02-10,00:00:00,2017,2,2
WILLIAMS SHIRE,WA,-33.0247,116.8814,Bureau measurement of rainfall.,0.0,0.0,117,0,,2017-02-10,00:00:00,2017,2,2
DIGGERS REST,WA,-33.5228,121.9622,Bureau measurement of rainfall.,0.0,0.0,116,0,,2017-02-10,00:00:00,2017,2,2
KARNET BROOK,WA,-32.3836,115.9144,Bureau measurement of rainfall.,0.0,0.0,116,0,,2017-02-10,00:00:00,2017,2,2
BANNISTER,WA,-32.6581,116.5519,Bureau measurement of rainfall.,0.0,0.0,115,0,,2017-02-10,00:00:00,2017,2,2
PERTH,WA,-31.9519,115.8586,Bureau measurement of rainfall.,0.0,0.0,114,0,,2017-02-10,00:00:00,2017,2,2
JARRAHDALE,WA,-32.3375,116.0608,Bureau measurement of rainfall.,0.0,0.0,114,0,,2017-02-10,00:00:00,2017,2,2
KOJONOLOKAN HILLS,WA,-33.495,117.3253,Bureau measurement of rainfall.,0.0,0.0,113,0,,2017-02-10,00:00:00,2017,2,2
SERPENTINE,WA,-32.3744,115.9964,Bureau measurement of rainfall.,0.0,0.0,111,0,,2017-02-10,00:00:00,2017,2,2
BADGEBUP,WA,-33.635,117.8856,Bureau measurement of rainfall.,0.0,0.0,110,0,,2017-02-10,00:00:00,2017,2,2
GARDEN ISLAND,WA,-32.2042,115.675,Bureau measurement of rainfall.,0.0,0.0,109,0,,2017-02-10,00:00:00,2017,2,2
WANDERING,WA,-32.6817,116.6778,Bureau measurement of rainfall.,0.0,0.0,108,0,,2017-02-10,00:00:00,2017,2,2
WILGARRA GULLY,WA,-32.6539,116.5544,Bureau measurement of rainfall.,0.0,0.0,107,0,,2017-02-10,00:00:00,2017,2,2
GLENEAGLE,WA,-32.2881,116.1919,Bureau measurement of rainfall.,0.0,0.0,107,0,,2017-02-10,00:00:00,2017,2,2
WOODANILLING,WA,-33.5636,117.4322,Bureau measurement of rainfall.,0.0,0.0,106,0,,2017-02-10,00:00:00,2017,2,2
MARRADONG,WA,-32.8631,116.4508,Bureau measurement of rainfall.,0.0,0.0,104,0,,2017-02-10,00:00:00,2017,2,2
JARRAHDALE,WA,-32.34,116.1136,Bureau measurement of rainfall.,0.0,0.0,103,0,,2017-02-10,00:00:00,2017,2,2
PINGELLY,WA,-32.5342,117.0864,Bureau measurement of rainfall.,0.0,0.0,103,0,,2017-02-10,00:00:00,2017,2,2
MARRADONG,WA,-32.8631,116.4508,Bureau measurement of rainfall.,0.0,0.0,102,0,,2017-02-10,00:00:00,2017,2,2
NARROGIN,WA,-32.9356,117.1778,Bureau measurement of rainfall.,0.0,0.0,101,0,,2017-02-10,00:00:00,2017,2,2
ARTHUR RIVER,WA,-33.3511,117.0317,Bureau measurement of rainfall.,0.0,0.0,101,0,,2017-02-10,00:00:00,2017,2,2
JANDAKOT AIRPORT,WA,-32.0997,115.8761,Bureau measurement of rainfall.,0.0,0.0,100,0,,2017-02-10,00:00:00,2017,2,2
BEVERLEY,WA,-32.1089,116.9261,Bureau measurement of rainfall.,0.0,0.0,99,0,,2017-02-10,00:00:00,2017,2,2
DELLYANINE,WA,-33.4064,117.1003,Bureau measurement of rainfall.,0.0,0.0,99,0,,2017-02-10,00:00:00,2017,2,2
KATANNING,WA,-33.6911,117.5547,Bureau measurement of rainfall.,0.0,0.0,97,0,,2017-02-10,00:00:00,2017,2,2
SWANBOURNE,WA,-31.9689,115.7672,Bureau measurement of rainfall.,0.0,0.0,97,0,,2017-02-10,00:00:00,2017,2,2
BROOKTON,WA,-32.3708,117.0131,Bureau measurement of rainfall.,0.0,0.0,97,0,,2017-02-10,00:00:00,2017,2,2
WELSHPOOL,WA,-31.9939,115.9558,Bureau measurement of rainfall.,0.0,0.0,96,0,,2017-02-10,00:00:00,2017,2,2
WELSHPOOL,WA,-31.9939,115.9558,Bureau measurement of rainfall.,0.0,0.0,96,0,,2017-02-10,00:00:00,2017,2,2
BODDINGTON,WA,-32.8019,116.4714,Bureau measurement of rainfall.,0.0,0.0,96,0,,2017-02-10,00:00:00,2017,2,2
POPANYINNING,WA,-32.6572,117.1283,Bureau measurement of rainfall.,0.0,0.0,95,0,,2017-02-10,00:00:00,2017,2,2
ROTTNEST ISLAND,WA,-32.0053,115.6144,Bureau measurement of rainfall.,0.0,0.0,94,0,,2017-02-10,00:00:00,2017,2,2
MURESK,WA,-31.7481,116.6825,Bureau measurement of rainfall.,0.0,0.0,94,0,,2017-02-10,00:00:00,2017,2,2
JARRAHDALE,WA,-32.3375,116.0608,Bureau measurement of rainfall.,0.0,0.0,93,0,,2017-02-10,00:00:00,2017,2,2
CULFORD,WA,-32.5708,116.4333,Bureau measurement of rainfall.,0.0,0.0,93,0,,2017-02-10,00:00:00,2017,2,2
YORK,WA,-31.8772,116.7769,Bureau measurement of rainfall.,0.0,0.0,91,0,,2017-02-10,00:00:00,2017,2,2
NALYERLUP CREEK,WA,-34.2344,118.4178,Bureau measurement of rainfall.,0.0,0.0,91,0,,2017-02-10,00:00:00,2017,2,2
BORDEN,WA,-34.0733,118.2661,Bureau measurement of rainfall.,0.0,0.0,90,0,,2017-02-10,00:00:00,2017,2,2
GNOWANGERUP,WA,-33.9322,117.9967,Bureau measurement of rainfall.,0.0,0.0,90,0,,2017-02-10,00:00:00,2017,2,2
KATANNING,WA,-33.6911,117.5547,Bureau measurement of rainfall.,0.0,0.0,89,0,,2017-02-10,00:00:00,2017,2,2
BROOKTON,WA,-32.3708,117.0131,Bureau measurement of rainfall.,0.0,0.0,89,0,,2017-02-10,00:00:00,2017,2,2
CHILLINUP,WA,-34.3428,118.7386,Bureau measurement of rainfall.,0.0,0.0,89,0,,2017-02-10,00:00:00,2017,2,2
YANGEDINE,WA,-32.0261,116.8703,Bureau measurement of rainfall.,0.0,0.0,87,0,,2017-02-10,00:00:00,2017,2,2
DARKAN,WA,-33.3378,116.7433,Bureau measurement of rainfall.,0.0,0.0,87,0,,2017-02-10,00:00:00,2017,2,2
ANKETELL,WA,-32.2153,115.8658,Bureau measurement of rainfall.,0.0,0.0,85,0,,2017-02-10,00:00:00,2017,2,2
NARROGIN,WA,-32.9356,117.1778,Bureau measurement of rainfall.,0.0,0.0,84,0,,2017-02-10,00:00:00,2017,2,2
BOOKINE BOOKINE,WA,-31.3231,115.6453,Bureau measurement of rainfall.,0.0,0.0,84,0,,2017-02-10,00:00:00,2017,2,2
YOURDAMUNG LAKE,WA,-33.1994,116.2683,Bureau measurement of rainfall.,0.0,0.0,84,0,,2017-02-10,00:00:00,2017,2,2
BICKLEY,WA,-32.0081,116.0906,Bureau measurement of rainfall.,0.0,0.0,84,0,,2017-02-10,00:00:00,2017,2,2
SADDLEBACK HILL,WA,-33.8478,122.4361,Bureau measurement of rainfall.,0.0,0.0,84,0,,2017-02-10,00:00:00,2017,2,2
ROLEYSTONE,WA,-32.1131,116.0739,Bureau measurement of rainfall.,0.0,0.0,81,0,,2017-02-10,00:00:00,2017,2,2
QUADNEY,WA,-31.8028,116.62,Bureau measurement of rainfall.,0.0,0.0,81,0,,2017-02-10,00:00:00,2017,2,2
WARRA JARRA,WA,-34.4,118.8867,Bureau measurement of rainfall.,0.0,0.0,80,0,,2017-02-10,00:00:00,2017,2,2
DUMBLEYUNG,WA,-33.315,117.7383,Bureau measurement of rainfall.,0.0,0.0,80,0,,2017-02-10,00:00:00,2017,2,2
WESTDALE,WA,-32.3089,116.6114,Bureau measurement of rainfall.,0.0,0.0,80,0,,2017-02-10,00:00:00,2017,2,2
GNOWANGERUP,WA,-33.9322,117.9967,Bureau measurement of rainfall.,0.0,0.0,80,0,,2017-02-10,00:00:00,2017,2,2
KARRAGULLEN,WA,-32.0908,116.1217,Bureau measurement of rainfall.,0.0,0.0,79,0,,2017-02-10,00:00:00,2017,2,2
COONDEE,WA,-32.4831,116.8081,Bureau measurement of rainfall.,0.0,0.0,79,0,,2017-02-10,00:00:00,2017,2,2
WANNEROO,WA,-31.7472,115.8031,Bureau measurement of rainfall.,0.0,0.0,79,0,,2017-02-10,00:00:00,2017,2,2
NORTHAM,WA,-31.6533,116.6664,Bureau measurement of rainfall.,0.0,0.0,79,0,,2017-02-10,00:00:00,2017,2,2
GOSNELLS,WA,-32.0719,115.9947,Bureau measurement of rainfall.,0.0,0.0,78,0,,2017-02-10,00:00:00,2017,2,2
ONGERUP,WA,-33.8358,117.0919,Bureau measurement of rainfall.,0.0,0.0,78,0,,2017-02-10,00:00:00,2017,2,2
DUMBLEYUNG SHIRE,WA,-33.315,117.7383,Bureau measurement of rainfall.,0.0,0.0,76,0,,2017-02-10,00:00:00,2017,2,2
BAKERS HILL,WA,-31.7664,116.4478,Bureau measurement of rainfall.,0.0,0.0,75,0,,2017-02-10,00:00:00,2017,2,2
JELCOBINE,WA,-32.3961,116.8206,Bureau measurement of rainfall.,0.0,0.0,75,0,,2017-02-10,00:00:00,2017,2,2
DUMBLEYUNG,WA,-33.315,117.7383,Bureau measurement of rainfall.,0.0,0.0,75,0,,2017-02-10,00:00:00,2017,2,2
PINJARRA,WA,-32.6189,115.8769,Bureau measurement of rainfall.,0.0,0.0,75,0,,2017-02-10,00:00:00,2017,2,2
MORDETTA,WA,-32.8722,118.5608,Bureau measurement of rainfall.,0.0,0.0,101,0,,2017-02-11,00:00:00,2017,2,2
BEAUMONT BIN,WA,-33.6156,122.6842,Bureau measurement of rainfall.,0.0,0.0,100,0,,2017-02-11,00:00:00,2017,2,2
WORSLEY,WA,-33.3069,116.0067,Bureau measurement of rainfall.,0.0,0.0,88,0,,2017-02-11,00:00:00,2017,2,2
RAVENSTHORPE,WA,-33.5828,120.0492,Bureau measurement of rainfall.,0.0,0.0,86,0,,2017-02-11,00:00:00,2017,2,2
TOOLIBIN LAKE,WA,-32.9189,117.6067,Bureau measurement of rainfall.,0.0,0.0,85,0,,2017-02-11,00:00:00,2017,2,2
DUMBLEYUNG,WA,-33.315,117.7383,Bureau measurement of rainfall.,0.0,0.0,84,0,,2017-02-11,00:00:00,2017,2,2
DUMBLEYUNG SHIRE,WA,-33.315,117.7383,Bureau measurement of rainfall.,0.0,0.0,84,0,,2017-02-11,00:00:00,2017,2,2
NYABING,WA,-33.5408,118.1472,Bureau measurement of rainfall.,0.0,0.0,81,0,,2017-02-11,00:00:00,2017,2,2
DRAGON ROCKS,WA,-32.8133,119.0328,Bureau measurement of rainfall.,0.0,0.0,79,0,,2017-02-11,00:00:00,2017,2,2
GUTHA,WA,-28.9917,115.9469,Bureau measurement of rainfall.,0.0,0.0,62,0,,2017-02-14,00:00:00,2017,2,2
THREE SPRINGS,WA,-29.5344,115.7628,Bureau measurement of rainfall.,0.0,0.0,51,0,,2017-02-14,00:00:00,2017,2,2
CHARNLEY RIVER,WA,-16.3733,124.9544,Bureau measurement of rainfall.,0.0,0.0,178,0,,2017-02-15,00:00:00,2017,2,2
ROEBUCK,WA,-17.9886,122.6144,Bureau measurement of rainfall.,0.0,0.0,145,0,,2017-02-15,00:00:00,2017,2,2
EL QUESTRO,WA,-16.0075,127.9817,Bureau measurement of rainfall.,0.0,0.0,112,0,,2017-02-15,00:00:00,2017,2,2
MOUNT ELIZABETH,WA,-16.3836,126.2775,Bureau measurement of rainfall.,0.0,0.0,98,0,,2017-02-15,00:00:00,2017,2,2
MARION,WA,-17.0575,126.8436,Bureau measurement of rainfall.,0.0,0.0,84,0,,2017-02-15,00:00:00,2017,2,2
MORNINGTON,WA,-17.5106,126.1094,Bureau measurement of rainfall.,0.0,0.0,82,0,,2017-02-15,00:00:00,2017,2,2
LANSDOWNE,WA,-17.6136,126.745,Bureau measurement of rainfall.,0.0,0.0,79,0,,2017-02-15,00:00:00,2017,2,2
NARDY WELL,WA,-27.7839,116.9206,Bureau measurement of rainfall.,0.0,0.0,102,0,,2017-02-19,00:00:00,2017,2,2
TARDUN,WA,-28.7906,115.7492,Bureau measurement of rainfall.,0.0,0.0,0,0,,2017-03-01,09:15:00,2017,3,3
ERANGY SPRING,WA,-28.8408,115.26,Bureau measurement of rainfall.,0.0,0.0,0,0,,2017-03-01,10:12:00,2017,3,3
PORT HEDLAND,WA,-20.3103,118.6008,Bureau measurement of rainfall.,0.0,0.0,103,0,,2017-03-22,00:00:00,2017,3,3
PORT HEDLAND,WA,-20.3103,118.6008,Bureau measurement of rainfall.,0.0,0.0,105,0,,2017-03-23,00:00:00,2017,3,3
CARRABA CREEK,WA,-20.8819,118.8047,Bureau measurement of rainfall.,0.0,0.0,94,0,,2017-03-23,00:00:00,2017,3,3
VARANUS ISLAND,WA,-20.6497,115.5758,Bureau measurement of rainfall.,0.0,0.0,82,0,,2017-03-23,00:00:00,2017,3,3
INDEE,WA,-20.8822,118.4772,Bureau measurement of rainfall.,0.0,0.0,76,0,,2017-03-23,00:00:00,2017,3,3
ABYDOS,WA,-21.4106,118.9289,Bureau measurement of rainfall.,0.0,0.0,99,0,,2017-03-24,00:00:00,2017,3,3
MULYIE,WA,-20.4586,119.5194,Bureau measurement of rainfall.,0.0,0.0,98,0,,2017-03-24,00:00:00,2017,3,3
NEWMAN,WA,-23.3583,119.7303,Bureau measurement of rainfall.,0.0,0.0,93,0,,2017-03-24,00:00:00,2017,3,3
HILLSIDE,WA,-21.7214,119.3986,Bureau measurement of rainfall.,0.0,0.0,87,0,,2017-03-24,00:00:00,2017,3,3
WALLAREENYA,WA,-20.75,118.8169,Bureau measurement of rainfall.,0.0,0.0,81,0,,2017-03-24,00:00:00,2017,3,3
YARRIE,WA,-20.6744,120.2061,Bureau measurement of rainfall.,0.0,0.0,78,0,,2017-03-24,00:00:00,2017,3,3
INDEE,WA,-20.7872,118.5961,Bureau measurement of rainfall.,0.0,0.0,76,0,,2017-03-24,00:00:00,2017,3,3
LEONORA,WA,-28.8853,121.3311,Bureau measurement of rainfall.,0.0,0.0,92,0,,2017-03-25,00:00:00,2017,3,3
BROOME AIRPORT,WA,-17.9508,122.2336,Bureau measurement of rainfall.,0.0,0.0,128,3,,2017-03-28,01:00:00,2017,3,3
BELKA,WA,-31.7367,118.1708,Bureau measurement of rainfall.,0.0,0.0,0,0,,2017-04-18,00:00:00,2017,4,3
MUNGLINUP,WA,-33.7078,120.8647,Bureau measurement of rainfall.,29.6,60.0,0,0,,2017-04-22,00:00:00,2017,4,3
NEWMAN,WA,-23.3583,119.7303,Bureau measurement of rainfall.,37.0,45.0,0,0,,2017-04-23,00:00:00,2017,4,3
NEWMAN,WA,-23.3583,119.7303,Bureau measurement of rainfall.,28.0,30.0,0,0,,2017-04-24,00:00:00,2017,4,3
BLACK CAT CREEK,WA,-34.9583,118.0739,Bureau measurement of rainfall.,44.0,60.0,74,0,,2017-06-20,00:00:00,2017,6,4
PERTH,WA,-31.9519,115.8586,Bureau measurement of rainfall.,0.0,0.0,61,0,,2017-06-22,00:00:00,2017,6,4
PINJARRA,WA,-32.6189,115.8769,Bureau measurement of rainfall.,0.0,0.0,59,0,,2017-06-22,00:00:00,2017,6,4
WELSHPOOL,WA,-31.9939,115.9558,Bureau measurement of rainfall.,0.0,0.0,55,0,,2017-06-22,00:00:00,2017,6,4
GOSNELLS,WA,-32.0719,115.9947,Bureau measurement of rainfall.,0.0,0.0,55,0,,2017-06-22,00:00:00,2017,6,4
WILGARRA GULLY,WA,-32.6539,116.5544,Bureau measurement of rainfall.,0.0,0.0,133,0,,2017-06-23,00:00:00,2017,6,4
WANDERING,WA,-32.6817,116.6778,Bureau measurement of rainfall.,0.0,0.0,131,0,,2017-06-23,00:00:00,2017,6,4
BANNISTER,WA,-32.6581,116.5519,Bureau measurement of rainfall.,0.0,0.0,105,0,,2017-06-23,00:00:00,2017,6,4
GORDON,WA,-30.4525,121.5869,Bureau measurement of rainfall.,0.0,0.0,87,0,,2017-06-23,00:00:00,2017,6,4
MARRADONG,WA,-32.8631,116.4508,Bureau measurement of rainfall.,0.0,0.0,78,0,,2017-06-23,00:00:00,2017,6,4
SADDLEBACK HILL,WA,-33.8478,122.4361,Bureau measurement of rainfall.,0.0,0.0,75,0,,2017-06-23,00:00:00,2017,6,4
BODDINGTON,WA,-32.8019,116.4714,Bureau measurement of rainfall.,0.0,0.0,75,0,,2017-06-23,00:00:00,2017,6,4
CULFORD,WA,-32.5708,116.4333,Bureau measurement of rainfall.,0.0,0.0,69,0,,2017-06-23,00:00:00,2017,6,4
MARRADONG,WA,-32.8631,116.4508,Bureau measurement of rainfall.,0.0,0.0,67,0,,2017-06-23,00:00:00,2017,6,4
HUNTLY,WA,-32.5894,116.0625,Bureau measurement of rainfall.,0.0,0.0,57,0,,2017-06-23,00:00:00,2017,6,4
SAMSON BROOK DAM,WA,-32.8778,116.0219,Bureau measurement of rainfall.,0.0,0.0,56,0,,2017-06-23,00:00:00,2017,6,4
HUNTLY,WA,-32.5894,116.0625,Bureau measurement of rainfall.,0.0,0.0,71,0,,2017-08-09,00:00:00,2017,8,4
DOG HILL,WA,-32.3114,115.8533,Bureau measurement of rainfall.,0.0,0.0,63,0,,2017-08-09,00:00:00,2017,8,4
ANKETELL,WA,-32.2153,115.8658,Bureau measurement of rainfall.,0.0,0.0,61,0,,2017-08-09,00:00:00,2017,8,4
JARRAHDALE,WA,-34.8917,117.9131,Bureau measurement of rainfall.,0.0,0.0,61,0,,2017-08-09,00:00:00,2017,8,4
JARRAHDALE,WA,-32.3375,116.0608,Bureau measurement of rainfall.,0.0,0.0,60,0,,2017-08-09,00:00:00,2017,8,4
COLLIE,WA,-33.3539,116.1522,Bureau measurement of rainfall.,0.0,0.0,77,0,,2017-08-14,00:00:00,2017,8,4
WOKALUP,WA,-33.11,115.8806,Bureau measurement of rainfall.,0.0,0.0,55,0,,2017-08-14,00:00:00,2017,8,4
MIDLAND,WA,-31.8947,115.9933,Bureau measurement of rainfall.,0.0,0.0,51,0,,2017-08-14,00:00:00,2017,8,4
MOUNT WILLIAM,WA,-32.9381,116.0236,Bureau measurement of rainfall.,0.0,0.0,88,0,,2017-09-21,00:00:00,2017,9,1
SAMSON BROOK,WA,-32.8647,115.9269,Bureau measurement of rainfall.,0.0,0.0,75,0,,2017-09-21,00:00:00,2017,9,1
WAROONA,WA,-32.8289,115.8808,Bureau measurement of rainfall.,0.0,0.0,60,0,,2017-09-21,00:00:00,2017,9,1
WOKALUP,WA,-33.11,115.8806,Bureau measurement of rainfall.,0.0,0.0,53,0,,2017-09-21,00:00:00,2017,9,1
WELLSTEAD,WA,-34.4961,118.6078,Bureau measurement of rainfall.,0.0,0.0,88,0,,2017-09-25,00:00:00,2017,9,1
METTLER,WA,-34.5897,118.5225,Bureau measurement of rainfall.,0.0,0.0,70,0,,2017-09-25,00:00:00,2017,9,1
WINDRUSH,WA,-34.7719,118.1314,Bureau measurement of rainfall.,0.0,0.0,57,0,,2017-09-25,00:00:00,2017,9,1
WHITE GUMS NATURE RESERVE,WA,-29.7653,115.3981,Bureau measurement of rainfall.,0.0,0.0,56,0,,2017-09-25,00:00:00,2017,9,1
